"x","y","z"
"62.7404","-273.996","-48.024"
"63.7735","-274.148","-48.008"
"64.9137","-274.243","-48.109"
"65.9345","-274.296","-48.036"
"67.07","-274.293","-48.037"
"68.1905","-274.373","-48.147"
"69.2762","-274.308","-48.078"
"70.3556","-274.377","-48.081"
"71.4736","-274.326","-48.116"
"72.4878","-274.305","-48.091"
"73.5182","-274.328","-48.171"
"74.4832","-274.27","-48.214"
"75.4177","-274.354","-48.288"
"76.2721","-274.254","-48.254"
"77.0974","-274.424","-48.338"
"77.9331","-274.496","-48.291"
"78.7581","-274.546","-48.377"
"79.5493","-274.679","-48.506"
"80.323","-274.942","-48.513"
"80.9933","-275.134","-48.177"
"81.8139","-275.517","-48.447"
"82.4787","-275.767","-48.437"
"82.9031","-276.434","-48.745"
"83.4584","-276.781","-48.674"
"83.7932","-277.553","-48.68"
"84.0247","-278.555","-48.579"
"84.357","-279.148","-48.557"
"84.5753","-279.819","-48.684"
"84.7975","-280.619","-48.666"
"84.981","-281.408","-48.663"
"85.1273","-282.095","-48.489"
"85.26","-282.907","-48.462"
"85.3711","-283.685","-48.497"
"85.52","-284.497","-48.464"
"85.6354","-285.299","-48.465"
"85.7947","-286.323","-48.342"
"85.974","-287.088","-48.389"
"86.2516","-287.838","-48.418"
"86.5814","-288.65","-48.364"
"86.9602","-289.332","-48.61"
"87.4836","-289.962","-48.496"
"88.0235","-290.589","-48.498"
"88.6668","-291.197","-48.406"
"89.3164","-291.673","-48.452"
"90.0545","-292.085","-48.5"
"90.833","-292.446","-48.535"
"91.6683","-292.752","-48.463"
"92.5332","-292.947","-48.493"
"93.4197","-293.083","-48.516"
"94.3396","-293.198","-48.466"
"95.2579","-293.191","-48.54"
"96.1692","-293.21","-48.563"
"97.1254","-293.15","-48.586"
"98.0729","-293.043","-48.619"
"99.0624","-292.96","-48.567"
"99.9893","-292.873","-48.748"
"101.001","-292.759","-48.736"
"102.038","-292.646","-48.719"
"103.074","-292.527","-48.746"
"104.108","-292.423","-48.825"
"105.23","-292.234","-48.658"
"106.304","-292.113","-48.739"
"107.418","-292.031","-48.741"
"108.534","-291.898","-48.78"
"109.659","-291.808","-48.836"
"110.8","-291.692","-48.883"
"111.938","-291.555","-48.895"
"113.109","-291.459","-48.88"
"114.305","-291.317","-48.842"
"115.507","-291.214","-48.727"
"116.715","-291.051","-48.747"
"117.916","-290.909","-48.745"
"119.092","-290.756","-48.776"
"120.3","-290.545","-48.783"
"121.533","-290.341","-48.715"
"122.73","-290.121","-48.699"
"123.931","-289.847","-48.721"
"125.151","-289.561","-48.671"
"126.347","-289.258","-48.671"
"127.536","-288.899","-48.629"
"128.718","-288.526","-48.607"
"129.9","-288.139","-48.566"
"131.085","-287.739","-48.505"
"132.214","-287.291","-48.618"
"133.37","-286.835","-48.633"
"134.546","-286.395","-48.649"
"135.708","-285.946","-48.581"
"136.855","-285.528","-48.563"
"137.981","-285.064","-48.6"
"139.142","-284.613","-48.415"
"140.236","-284.217","-48.469"
"141.311","-283.788","-48.465"
"142.4","-283.391","-48.453"
"143.516","-282.963","-48.413"
"144.608","-282.555","-48.425"
"145.681","-282.12","-48.457"
"146.766","-281.704","-48.451"
"147.843","-281.321","-48.487"
"148.906","-280.934","-48.432"
"149.975","-280.553","-48.417"
"151.029","-280.162","-48.409"
"152.067","-279.802","-48.424"
"153.077","-279.473","-48.431"
"154.09","-279.074","-48.419"
"155.089","-278.739","-48.405"
"156.078","-278.415","-48.39"
"157.014","-278.091","-48.418"
"157.912","-277.785","-48.389"
"158.803","-277.471","-48.483"
"159.718","-277.139","-48.416"
"160.609","-276.858","-48.427"
"161.489","-276.546","-48.395"
"162.386","-276.286","-48.406"
"163.247","-275.955","-48.4"
"164.135","-275.657","-48.343"
"165.051","-275.4","-48.347"
"165.956","-275.006","-48.287"
"166.897","-274.701","-48.306"
"167.831","-274.381","-48.357"
"168.801","-273.968","-48.293"
"169.764","-273.595","-48.325"
"170.753","-273.211","-48.316"
"171.748","-272.806","-48.335"
"172.773","-272.416","-48.295"
"173.795","-271.993","-48.307"
"174.847","-271.609","-48.292"
"175.913","-271.165","-48.301"
"176.997","-270.715","-48.295"
"178.092","-270.316","-48.28"
"179.184","-269.866","-48.309"
"180.312","-269.442","-48.308"
"181.464","-269","-48.311"
"182.622","-268.573","-48.295"
"183.775","-268.144","-48.272"
"184.924","-267.721","-48.26"
"186.052","-267.289","-48.234"
"187.239","-266.856","-48.179"
"188.395","-266.421","-48.222"
"189.547","-266","-48.251"
"190.732","-265.593","-48.291"
"191.902","-265.162","-48.309"
"193.1","-264.768","-48.238"
"194.305","-264.356","-48.259"
"195.53","-263.968","-48.195"
"196.739","-263.578","-48.193"
"197.927","-263.211","-48.15"
"199.103","-262.801","-48.189"
"200.312","-262.482","-48.152"
"201.508","-262.161","-48.137"
"202.694","-261.817","-48.155"
"203.865","-261.463","-48.123"
"204.996","-261.059","-48.187"
"206.175","-260.759","-48.158"
"207.301","-260.407","-48.183"
"208.418","-260.013","-48.217"
"209.477","-259.513","-48.406"
"210.602","-259.181","-48.404"
"211.694","-258.797","-48.434"
"212.763","-258.432","-48.4"
"213.848","-258.144","-48.373"
"214.849","-257.815","-48.464"
"215.849","-257.495","-48.454"
"216.823","-257.176","-48.506"
"217.763","-256.951","-48.52"
"218.647","-256.622","-48.508"
"219.494","-256.321","-48.511"
"220.26","-255.98","-48.531"
"221.022","-255.686","-48.437"
"221.767","-255.431","-48.48"
"222.414","-255.003","-48.557"
"223.036","-254.585","-48.594"
"223.675","-254.177","-48.626"
"224.281","-253.758","-48.632"
"224.898","-253.327","-48.529"
"225.489","-252.969","-48.562"
"226.032","-252.382","-48.399"
"226.464","-251.809","-48.39"
"226.899","-251.295","-48.278"
"227.181","-250.695","-48.474"
"227.377","-250.211","-48.83"
"227.612","-249.493","-48.721"
"227.634","-248.481","-48.967"
"227.697","-247.686","-49.027"
"227.697","-246.754","-49.063"
"227.762","-246.023","-48.539"
"227.588","-245.127","-48.648"
"227.463","-244.104","-48.644"
"227.351","-243.053","-48.652"
"227.053","-242.227","-48.586"
"226.939","-241.384","-48.478"
"226.779","-240.651","-48.096"
"226.635","-239.535","-48.067"
"226.221","-238.452","-48.076"
"226.001","-237.321","-48.056"
"225.652","-236.163","-48.072"
"225.406","-235","-48.208"
"225.041","-233.784","-48.214"
"224.714","-232.561","-48.219"
"224.318","-231.286","-48.205"
"223.819","-230.02","-48.091"
"223.442","-228.69","-48.091"
"223.064","-227.365","-48.072"
"222.671","-226.038","-48.057"
"222.27","-224.679","-48.06"
"221.868","-223.307","-47.968"
"221.449","-221.992","-47.983"
"221.075","-220.672","-47.974"
"220.714","-219.352","-47.957"
"220.308","-218.041","-47.883"
"220.009","-216.662","-47.891"
"219.573","-215.352","-47.767"
"219.404","-214.656","-47.821"
"218.989","-213.367","-47.708"
"218.675","-211.961","-47.761"
"218.363","-210.562","-47.764"
"217.863","-208.525","-47.563"
"217.45","-207.171","-47.497"
"217.027","-205.815","-47.366"
"216.628","-204.505","-47.268"
"216.213","-203.114","-47.335"
"215.796","-202.499","-47.266"
"215.158","-200.424","-47.232"
"214.889","-199.769","-47.217"
"214.442","-197.599","-47.21"
"214.053","-196.124","-47.361"
"213.514","-194.077","-47.311"
"213.11","-192.747","-47.308"
"212.76","-191.412","-47.295"
"212.37","-190.103","-47.304"
"212.094","-189.565","-47.143"
"211.715","-188.292","-47.167"
"211.374","-187.015","-47.194"
"210.993","-185.829","-47.128"
"210.669","-184.62","-47.196"
"210.362","-183.49","-47.029"
"210.046","-182.33","-47.165"
"209.682","-181.219","-47.22"
"209.39","-180.217","-47.057"
"209.093","-179.191","-47.083"
"208.768","-178.203","-47.07"
"208.537","-177.217","-47.062"
"208.255","-176.27","-47.05"
"207.943","-175.408","-47.007"
"207.719","-174.516","-47.121"
"207.462","-173.726","-47.048"
"207.266","-172.931","-47.052"
"207.048","-172.191","-47.064"
"206.862","-171.501","-47.071"
"206.632","-170.874","-47.093"
"206.459","-170.307","-46.968"
"206.332","-169.738","-47.009"
"206.14","-169.245","-47.095"
"206.018","-168.877","-47.007"
"205.93","-168.542","-47.068"
"205.848","-168.327","-46.886"
"205.82","-168.163","-47.039"
"205.78","-168.138","-46.941"
"205.794","-168.085","-46.98"
"205.789","-168.06","-46.997"
"205.855","-168.045","-46.903"
"205.842","-168.056","-46.906"
"205.858","-168.047","-46.914"
"205.847","-168.051","-46.925"
"205.87","-168.037","-46.972"
"205.852","-168.056","-46.913"
"205.86","-168.033","-46.912"
"205.87","-168.027","-46.919"
"205.857","-168.033","-46.917"
"205.861","-168.029","-46.926"
"205.88","-168.018","-46.892"
"205.878","-168.007","-46.901"
"205.875","-168.007","-46.899"
"205.875","-167.996","-46.913"
"205.87","-167.988","-46.9"
"205.876","-167.918","-46.888"
"205.853","-167.849","-46.843"
"205.821","-167.768","-46.828"
"205.771","-167.622","-46.864"
"205.744","-167.47","-46.859"
"205.707","-167.274","-46.888"
"205.637","-167.042","-46.942"
"205.566","-166.805","-46.923"
"205.501","-166.512","-46.902"
"205.407","-166.231","-46.897"
"205.378","-165.845","-46.933"
"205.248","-165.505","-46.782"
"205.13","-165.068","-46.825"
"205.003","-164.637","-46.874"
"204.884","-164.155","-46.792"
"204.709","-163.611","-46.916"
"204.617","-163.015","-46.958"
"204.456","-162.424","-46.968"
"204.25","-161.788","-46.939"
"204.073","-161.112","-46.902"
"203.891","-160.405","-46.928"
"203.709","-159.604","-46.786"
"203.418","-158.801","-46.737"
"203.176","-157.915","-46.719"
"202.914","-156.968","-46.716"
"202.656","-156.032","-46.666"
"202.428","-155.004","-46.748"
"202.108","-153.996","-46.736"
"201.853","-152.865","-46.732"
"201.47","-151.781","-46.618"
"201.119","-150.583","-46.636"
"200.878","-149.288","-46.68"
"200.527","-148.012","-46.706"
"200.16","-146.68","-46.723"
"199.762","-145.36","-46.655"
"199.433","-143.962","-46.668"
"199.029","-142.638","-46.616"
"198.649","-141.302","-46.664"
"198.254","-139.992","-46.613"
"197.877","-138.669","-46.619"
"197.471","-137.382","-46.596"
"197.06","-136.117","-46.427"
"196.65","-134.815","-46.513"
"196.289","-133.552","-46.44"
"195.882","-132.321","-46.392"
"195.493","-131.068","-46.365"
"195.09","-129.853","-46.336"
"194.738","-128.672","-46.278"
"194.375","-127.484","-46.28"
"194.078","-126.343","-46.269"
"193.737","-125.26","-46.223"
"193.389","-124.266","-46.153"
"193.121","-123.269","-46.092"
"192.866","-122.281","-46.17"
"192.61","-121.432","-46.114"
"192.297","-120.654","-46.126"
"192.108","-119.885","-46.123"
"191.942","-119.183","-46.113"
"191.759","-118.539","-46.114"
"191.632","-117.903","-46.097"
"191.408","-117.331","-46.087"
"191.248","-116.767","-46.034"
"191.084","-116.193","-46.027"
"190.965","-115.623","-45.996"
"190.81","-115.084","-45.972"
"190.695","-114.536","-46.007"
"190.569","-114.006","-45.961"
"190.422","-113.498","-45.941"
"190.304","-112.96","-45.915"
"190.263","-112.359","-45.916"
"190.18","-111.735","-45.914"
"190.157","-111.082","-45.809"
"190.158","-110.363","-45.79"
"190.206","-109.617","-45.766"
"190.379","-108.836","-45.722"
"190.649","-107.969","-45.777"
"190.938","-107.127","-45.757"
"191.439","-106.318","-45.78"
"192.025","-105.515","-45.747"
"192.71","-104.637","-45.842"
"193.566","-103.857","-45.818"
"194.441","-103.122","-45.747"
"195.416","-102.349","-45.766"
"196.415","-101.601","-45.694"
"197.555","-100.884","-45.646"
"198.682","-100.091","-45.668"
"199.781","-99.29","-45.598"
"201.015","-98.541","-45.476"
"202.227","-97.7338","-45.597"
"203.557","-97.0394","-45.444"
"204.845","-96.2288","-45.526"
"206.223","-95.4394","-45.577"
"207.673","-94.7094","-45.48"
"209.033","-93.8564","-45.61"
"210.496","-93.1323","-45.551"
"211.95","-92.2913","-45.557"
"213.408","-91.5115","-45.564"
"214.833","-90.7344","-45.572"
"216.279","-89.9933","-45.622"
"217.776","-89.2275","-45.528"
"219.127","-88.4614","-45.544"
"220.612","-87.6972","-45.502"
"222.126","-86.9301","-45.492"
"223.636","-86.1203","-45.443"
"225.136","-85.3324","-45.529"
"226.686","-84.5275","-45.45"
"228.165","-83.7501","-45.47"
"229.644","-82.9802","-45.46"
"231.101","-82.1855","-45.421"
"232.56","-81.4447","-45.414"
"234.005","-80.6942","-45.466"
"235.471","-79.8979","-45.459"
"236.992","-79.1792","-45.408"
"238.483","-78.3948","-45.42"
"240.014","-77.6634","-45.418"
"241.519","-76.9017","-45.484"
"243.091","-76.1585","-45.494"
"244.634","-75.42","-45.504"
"246.179","-74.6723","-45.529"
"247.742","-73.9456","-45.529"
"249.261","-73.2454","-45.535"
"250.813","-72.5313","-45.592"
"252.371","-71.8173","-45.583"
"253.927","-71.1218","-45.63"
"255.486","-70.4302","-45.615"
"257.074","-69.7356","-45.65"
"258.679","-69.0694","-45.611"
"260.291","-68.4311","-45.576"
"261.902","-67.7391","-45.622"
"263.546","-67.111","-45.577"
"265.176","-66.4454","-45.594"
"266.837","-65.8345","-45.553"
"268.498","-65.2143","-45.586"
"270.159","-64.583","-45.636"
"271.817","-63.9497","-45.658"
"273.482","-63.3668","-45.657"
"275.128","-62.7313","-45.758"
"276.788","-62.1352","-45.739"
"278.43","-61.5293","-45.772"
"280.084","-60.9107","-45.795"
"281.766","-60.3097","-45.804"
"283.438","-59.7139","-45.756"
"285.125","-59.1111","-45.814"
"286.82","-58.5438","-45.809"
"288.53","-57.9732","-45.86"
"290.25","-57.4214","-45.858"
"291.968","-56.8936","-45.932"
"293.699","-56.3644","-45.949"
"295.44","-55.8651","-45.945"
"297.165","-55.3839","-45.977"
"298.887","-54.8785","-45.992"
"300.391","-54.0407","-47.643"
"302.128","-53.5765","-47.606"
"303.859","-53.1066","-47.629"
"305.584","-52.6587","-47.617"
"307.308","-52.2201","-47.571"
"309.005","-51.7844","-47.556"
"310.679","-51.3685","-47.538"
"312.364","-50.9603","-47.517"
"314.027","-50.583","-47.462"
"315.642","-50.1987","-47.5"
"317.272","-49.8334","-47.47"
"318.885","-49.4788","-47.474"
"320.474","-49.1216","-47.443"
"322.055","-48.7753","-47.412"
"323.594","-48.4149","-47.437"
"325.11","-48.076","-47.456"
"326.588","-47.7695","-47.447"
"328.018","-47.4819","-47.39"
"329.408","-47.1766","-47.396"
"330.761","-46.9091","-47.331"
"332.056","-46.6177","-47.319"
"333.305","-46.3436","-47.299"
"334.497","-46.0697","-47.272"
"335.622","-45.805","-47.287"
"336.676","-45.5272","-47.335"
"337.694","-45.278","-47.303"
"338.629","-45.0079","-47.289"
"339.505","-44.7344","-47.314"
"340.313","-44.5404","-47.263"
"341.035","-44.2624","-47.268"
"341.684","-43.9991","-47.244"
"342.253","-43.7853","-47.285"
"342.764","-43.5996","-47.242"
"343.153","-43.3493","-47.29"
"343.554","-43.2421","-47.256"
"343.929","-43.1155","-47.267"
"344.243","-42.9502","-47.283"
"344.554","-42.7848","-47.278"
"344.868","-42.6176","-47.266"
"345.18","-42.5189","-47.183"
"345.466","-42.3305","-47.193"
"345.787","-42.1635","-47.175"
"346.103","-41.9297","-47.196"
"346.476","-41.7215","-47.157"
"346.841","-41.4093","-47.178"
"347.249","-41.065","-47.146"
"347.671","-40.6766","-47.188"
"348.133","-40.2318","-47.172"
"348.57","-39.7271","-47.134"
"348.96","-39.2358","-47.154"
"349.337","-38.7052","-47.174"
"349.685","-38.2053","-47.15"
"349.972","-37.6944","-47.125"
"350.203","-37.1671","-47.2"
"350.407","-36.7355","-47.171"
"350.594","-36.307","-47.167"
"350.77","-35.9283","-47.09"
"350.911","-35.5708","-47.057"
"351.063","-35.2229","-47.136"
"351.175","-34.9054","-47.045"
"351.294","-34.6067","-47.065"
"351.397","-34.3464","-47.038"
"351.5","-34.1028","-47.007"
"351.588","-33.8847","-47.053"
"351.658","-33.7143","-47.059"
"351.712","-33.5953","-47.064"
"351.753","-33.5112","-47.041"
"351.761","-33.4503","-47.066"
"351.77","-33.4524","-47.053"
"351.753","-33.4686","-47.065"
"351.762","-33.454","-47.062"
"351.756","-33.4594","-47.063"
"351.76","-33.4558","-47.061"
"351.761","-33.4577","-47.062"
"351.76","-33.4558","-47.062"
"351.762","-33.4596","-47.06"
"351.762","-33.4596","-47.06"
"351.761","-33.4614","-47.06"
"351.762","-33.4596","-47.06"
"351.765","-33.4596","-47.06"
"351.767","-33.456","-47.061"
"351.769","-33.4598","-47.06"
"351.767","-33.4579","-47.061"
"351.769","-33.456","-47.06"
"351.765","-33.4615","-47.057"
"351.767","-33.4616","-47.058"
"351.765","-33.4596","-47.059"
"351.766","-33.4634","-47.06"
"351.763","-33.4615","-47.059"
"351.76","-33.4632","-47.064"
"351.756","-33.4742","-47.065"
"351.751","-33.4926","-47.063"
"351.759","-33.4725","-47.066"
"351.78","-33.4248","-47.066"
"351.817","-33.361","-47.03"
"351.872","-33.2199","-47.036"
"351.946","-33.0014","-47.071"
"352.069","-32.7732","-47.012"
"352.2","-32.421","-47.04"
"352.349","-32.0322","-47.002"
"352.559","-31.5877","-46.97"
"352.769","-31.0395","-47.058"
"353.029","-30.4945","-46.906"
"353.312","-29.8185","-46.989"
"353.599","-29.1297","-46.955"
"353.915","-28.373","-46.925"
"354.253","-27.593","-46.973"
"354.613","-26.7894","-46.895"
"354.943","-25.9053","-46.889"
"355.273","-25.0435","-46.857"
"355.537","-24.1186","-46.829"
"355.785","-23.1914","-46.632"
"355.973","-22.1791","-46.73"
"356.096","-21.1686","-46.587"
"356.109","-20.0753","-46.488"
"356.065","-18.9656","-46.438"
"355.889","-17.8391","-46.437"
"355.594","-16.7297","-46.328"
"355.183","-15.6485","-46.332"
"354.633","-14.5504","-46.374"
"353.969","-13.5584","-46.304"
"353.151","-12.6658","-46.273"
"352.246","-11.8079","-46.239"
"351.186","-11.0864","-46.238"
"350.046","-10.4721","-46.166"
"348.848","-9.9376","-46.14"
"347.589","-9.49227","-46.1"
"346.272","-9.09715","-46.069"
"344.884","-8.74268","-46.099"
"343.465","-8.4207","-46.083"
"341.988","-8.10263","-46.104"
"340.515","-7.77167","-46.114"
"339.005","-7.43597","-46.105"
"337.458","-7.08998","-46.049"
"335.87","-6.75578","-46.071"
"334.24","-6.41296","-46.052"
"332.59","-6.03808","-45.976"
"330.895","-5.64522","-45.975"
"329.188","-5.25388","-45.917"
"327.445","-4.83929","-45.903"
"325.695","-4.42449","-45.816"
"323.93","-4.00185","-45.753"
"322.174","-3.57205","-45.73"
"320.436","-3.14649","-45.702"
"318.713","-2.72687","-45.624"
"316.991","-2.31103","-45.639"
"315.299","-1.92012","-45.577"
"313.604","-1.53096","-45.564"
"311.935","-1.16665","-45.544"
"310.286","-0.810327","-45.549"
"308.644","-0.481996","-45.545"
"307.01","-0.15021","-45.55"
"305.388","0.147917","-45.545"
"303.781","0.43447","-45.513"
"302.176","0.722804","-45.54"
"300.582","1.00159","-45.577"
"298.987","1.25071","-45.569"
"297.38","1.4687","-45.545"
"295.75","1.704","-45.584"
"294.123","1.89289","-45.574"
"292.491","2.06336","-45.542"
"290.845","2.24353","-45.566"
"289.174","2.38547","-45.586"
"287.5","2.50708","-45.57"
"285.818","2.62153","-45.563"
"284.112","2.71072","-45.605"
"282.401","2.75924","-45.571"
"280.659","2.80495","-45.606"
"278.952","2.79776","-45.607"
"277.211","2.80083","-45.66"
"275.501","2.73626","-45.627"
"273.783","2.66821","-45.651"
"272.074","2.57212","-45.648"
"270.369","2.46663","-45.67"
"268.689","2.3345","-45.687"
"267.017","2.18174","-45.739"
"265.378","1.99839","-45.732"
"263.734","1.77625","-45.732"
"262.111","1.54425","-45.706"
"260.505","1.31175","-45.74"
"258.914","1.03251","-45.7"
"257.341","0.76201","-45.721"
"255.776","0.482031","-45.751"
"254.234","0.175445","-45.757"
"252.704","-0.142608","-45.744"
"251.212","-0.452469","-45.802"
"249.747","-0.779782","-45.799"
"248.3","-1.10574","-45.849"
"246.896","-1.46629","-45.811"
"245.512","-1.81999","-45.818"
"244.136","-2.19987","-45.783"
"242.78","-2.57662","-45.782"
"241.448","-2.95405","-45.778"
"240.126","-3.33546","-45.781"
"238.836","-3.72332","-45.787"
"237.546","-4.11492","-45.771"
"236.267","-4.53462","-45.76"
"234.979","-4.94111","-45.763"
"233.695","-5.37549","-45.741"
"232.405","-5.81528","-45.745"
"231.116","-6.294","-45.667"
"229.831","-6.78397","-45.648"
"228.526","-7.27153","-45.653"
"227.225","-7.79812","-45.622"
"225.921","-8.3413","-45.608"
"224.614","-8.9085","-45.577"
"223.29","-9.4882","-45.588"
"221.981","-10.1073","-45.538"
"220.634","-10.7252","-45.544"
"219.279","-11.4115","-45.483"
"217.903","-12.1121","-45.475"
"216.499","-12.8526","-45.476"
"215.089","-13.6393","-45.44"
"213.661","-14.4589","-45.427"
"212.2","-15.3016","-45.435"
"210.76","-16.2191","-45.382"
"209.279","-17.1484","-45.389"
"207.798","-18.1092","-45.35"
"206.333","-19.0945","-45.37"
"204.877","-20.0875","-45.372"
"203.452","-21.1241","-45.359"
"202.033","-22.1756","-45.34"
"200.668","-23.2546","-45.342"
"199.277","-24.3588","-45.333"
"197.903","-25.4746","-45.336"
"196.529","-26.6238","-45.322"
"195.166","-27.7993","-45.343"
"193.799","-29.0098","-45.316"
"192.441","-30.2651","-45.314"
"191.082","-31.5222","-45.316"
"189.76","-32.8212","-45.273"
"188.429","-34.1348","-45.279"
"187.111","-35.4468","-45.28"
"185.79","-36.781","-45.305"
"184.459","-38.1353","-45.256"
"183.186","-39.5691","-45.272"
"181.856","-40.9883","-45.286"
"180.534","-42.3911","-45.351"
"179.242","-43.8855","-45.344"
"177.927","-45.3589","-45.424"
"176.649","-46.9038","-45.456"
"175.353","-48.4612","-45.47"
"174.056","-50.0407","-45.462"
"172.784","-51.634","-45.47"
"171.508","-53.2178","-45.507"
"170.238","-54.813","-45.518"
"168.983","-56.4067","-45.546"
"167.718","-57.9983","-45.588"
"166.49","-59.6169","-45.579"
"165.24","-61.2256","-45.603"
"164.05","-62.81","-45.675"
"162.826","-64.4102","-45.731"
"161.622","-66.0277","-45.73"
"160.405","-67.6039","-45.829"
"159.208","-69.2178","-45.819"
"157.98","-70.7697","-45.977"
"156.795","-72.4062","-45.922"
"155.607","-73.9944","-45.98"
"154.419","-75.5863","-46.024"
"153.24","-77.1878","-46.026"
"152.079","-78.8083","-45.956"
"150.891","-80.3649","-46.011"
"149.703","-81.9458","-46.015"
"148.519","-83.4933","-46.056"
"147.311","-84.9771","-46.207"
"146.142","-86.5307","-46.227"
"144.964","-88.0765","-46.25"
"143.789","-89.6039","-46.265"
"142.603","-91.1329","-46.272"
"141.439","-92.6532","-46.287"
"140.273","-94.1901","-46.276"
"139.114","-95.6883","-46.299"
"137.959","-97.2052","-46.299"
"136.813","-98.7075","-46.321"
"135.656","-100.215","-46.353"
"134.505","-101.713","-46.358"
"133.345","-103.217","-46.397"
"132.191","-104.747","-46.365"
"131.027","-106.258","-46.393"
"129.863","-107.782","-46.41"
"128.699","-109.308","-46.415"
"127.519","-110.832","-46.437"
"126.336","-112.362","-46.426"
"125.136","-113.889","-46.454"
"123.931","-115.412","-46.487"
"122.726","-116.946","-46.487"
"121.512","-118.48","-46.494"
"120.284","-120.024","-46.475"
"119.048","-121.559","-46.488"
"117.791","-123.105","-46.476"
"116.532","-124.661","-46.446"
"115.251","-126.223","-46.452"
"113.965","-127.799","-46.473"
"112.679","-129.399","-46.46"
"111.379","-131.002","-46.457"
"110.065","-132.641","-46.443"
"108.739","-134.275","-46.437"
"107.433","-135.901","-46.427"
"106.124","-137.515","-46.476"
"104.842","-139.145","-46.442"
"103.549","-140.745","-46.489"
"102.292","-142.35","-46.462"
"101.051","-143.913","-46.471"
"99.8444","-145.432","-46.478"
"98.6645","-146.915","-46.472"
"97.5238","-148.339","-46.439"
"96.4166","-149.694","-46.444"
"95.3448","-150.995","-46.456"
"94.3128","-152.22","-46.444"
"93.3114","-153.384","-46.45"
"92.3523","-154.476","-46.458"
"91.4307","-155.486","-46.479"
"90.5583","-156.442","-46.461"
"89.7148","-157.308","-46.473"
"88.9323","-158.109","-46.48"
"88.1931","-158.842","-46.463"
"87.4985","-159.506","-46.459"
"86.8589","-160.094","-46.467"
"86.2873","-160.63","-46.467"
"85.7684","-161.081","-46.478"
"85.3446","-161.495","-46.444"
"84.9684","-161.829","-46.452"
"84.6687","-162.08","-46.438"
"84.4324","-162.265","-46.456"
"84.2931","-162.39","-46.448"
"84.1968","-162.467","-46.451"
"84.1505","-162.503","-46.46"
"84.1275","-162.519","-46.465"
"84.139","-162.51","-46.471"
"84.1401","-162.516","-46.448"
"84.1362","-162.521","-46.453"
"84.1412","-162.521","-46.452"
"84.14","-162.521","-46.453"
"84.14","-162.519","-46.453"
"84.1412","-162.521","-46.451"
"84.1427","-162.514","-46.458"
"84.1401","-162.516","-46.459"
"84.1452","-162.514","-46.458"
"84.1452","-162.514","-46.459"
"84.1401","-162.516","-46.465"
"84.1376","-162.518","-46.465"
"84.1361","-162.523","-46.464"
"84.1421","-162.534","-46.461"
"84.1364","-162.516","-46.465"
"84.1315","-162.51","-46.486"
"84.134","-162.51","-46.475"
"84.1353","-162.508","-46.465"
"84.1376","-162.518","-46.469"
"84.1353","-162.508","-46.48"
"84.1326","-162.514","-46.477"
"84.1388","-162.519","-46.464"
"84.1387","-162.521","-46.465"
"84.1412","-162.521","-46.465"
"84.1374","-162.523","-46.468"
"84.1376","-162.518","-46.463"
"84.1375","-162.519","-46.465"
"84.1388","-162.519","-46.465"
"84.1388","-162.519","-46.466"
"84.14","-162.519","-46.464"
"84.1389","-162.514","-46.458"
"84.1402","-162.512","-46.457"
"84.1414","-162.516","-46.459"
"84.1402","-162.514","-46.459"
"84.1402","-162.514","-46.461"
"84.1364","-162.516","-46.46"
"84.1364","-162.514","-46.46"
"84.1389","-162.514","-46.462"
"84.1364","-162.516","-46.461"
"84.1376","-162.516","-46.462"
"84.1388","-162.518","-46.462"
"84.1414","-162.516","-46.461"
"84.1401","-162.516","-46.462"
"84.1401","-162.518","-46.464"
"84.1401","-162.518","-46.463"
"84.1401","-162.518","-46.465"
"84.1363","-162.518","-46.463"
"84.1376","-162.516","-46.464"
"84.1364","-162.514","-46.467"
"84.1363","-162.519","-46.467"
"84.1376","-162.516","-46.466"
"84.1377","-162.514","-46.463"
"84.1389","-162.516","-46.464"
"84.1351","-162.516","-46.467"
"84.1351","-162.517","-46.469"
"84.1376","-162.518","-46.463"
"84.1376","-162.518","-46.464"
"84.1363","-162.519","-46.463"
"84.1363","-162.519","-46.464"
"84.1363","-162.519","-46.465"
"84.1364","-162.516","-46.463"
"84.1364","-162.514","-46.464"
"84.1339","-162.516","-46.465"
"84.1364","-162.514","-46.465"
"84.1364","-162.514","-46.464"
"84.1389","-162.516","-46.464"
"84.1389","-162.514","-46.466"
"84.1402","-162.514","-46.465"
"84.1364","-162.516","-46.467"
"84.1377","-162.512","-46.467"
"84.1376","-162.518","-46.466"
"84.1365","-162.512","-46.465"
"84.139","-162.512","-46.464"
"84.1339","-162.516","-46.465"
"84.1389","-162.514","-46.465"
"84.1389","-162.516","-46.464"
"84.1364","-162.516","-46.468"
"84.1363","-162.518","-46.465"
"84.1339","-162.514","-46.469"
"84.1339","-162.514","-46.469"
"84.1414","-162.514","-46.462"
"84.1364","-162.516","-46.462"
"84.1389","-162.516","-46.459"
"84.139","-162.512","-46.464"
"84.1376","-162.518","-46.462"
"84.1365","-162.512","-46.463"
"84.1172","-162.526","-46.471"
"84.0724","-162.558","-46.477"
"84.0066","-162.618","-46.475"
"83.914","-162.695","-46.481"
"83.797","-162.791","-46.471"
"83.6366","-162.911","-46.486"
"83.4641","-163.06","-46.48"
